mode,deadline_ms,induced_delay_ms,gateway_released,reason,age_at_check_ms,age_at_middleware_ms,late_at_check,late_at_middleware
xair,100,101.0,0,deadline exceeded: elapsed 116.0ms > 100ms at release_at_publish,116.01318359375,,0,0
xair_atomic,100,98.0,0,age_bound_exceeded_at_commit,109.51586914062,,0,0
xair,100,88.5,0,deadline exceeded: elapsed 101.7ms > 100ms at release_at_publish,101.688232421875,,0,0
xair_atomic,100,92.5,0,age_bound_exceeded_at_commit,104.5419921875,,0,0
xair_atomic,100,86.5,0,age_bound_exceeded_at_commit,100.85815429688,,0,0
xair_atomic,100,96.5,0,age_bound_exceeded_at_commit,107.75805664062,,0,0
xair,100,85.0,0,deadline exceeded: elapsed 100.8ms > 100ms at release_at_publish,100.743408203125,,0,0
xair,100,88.5,0,deadline exceeded: elapsed 102.2ms > 100ms at release_at_publish,102.194091796875,,0,0
xair,100,99.0,0,deadline exceeded: elapsed 113.1ms > 100ms at release_at_publish,113.048583984375,,0,0
xair,100,85.0,1,published_after_gate_recheck,99.0185546875,99.1123046875,0,0
xair_atomic,100,92.0,0,age_bound_exceeded_at_commit,104.85620117188,,0,0
xair,100,91.5,0,deadline exceeded: elapsed 105.2ms > 100ms at release_at_publish,105.157958984375,,0,0
xair,100,102.0,0,deadline exceeded: elapsed 115.6ms > 100ms at release_at_publish,115.552734375,,0,0
xair_atomic,100,98.5,0,age_bound_exceeded_at_commit,111.7119140625,,0,0
xair_atomic,100,96.0,0,age_bound_exceeded_at_commit,108.83911132812,,0,0
xair_atomic,100,94.0,0,age_bound_exceeded_at_commit,106.59301757812,,0,0
xair_atomic,100,97.5,0,age_bound_exceeded_at_commit,109.34692382812,,0,0
xair_atomic,100,99.0,0,age_bound_exceeded_at_commit,110.90893554688,,0,0
xair,100,93.0,0,deadline exceeded: elapsed 106.3ms > 100ms at release_at_publish,106.306640625,,0,0
xair,100,98.5,0,deadline exceeded: elapsed 112.5ms > 100ms at release_at_publish,112.460693359375,,0,0
xair,100,90.5,0,deadline exceeded: elapsed 103.1ms > 100ms at release_at_publish,103.076904296875,,0,0
xair,100,103.0,0,deadline exceeded: elapsed 115.1ms > 100ms at release_at_publish,115.09912109375,,0,0
xair_atomic,100,104.0,0,age_bound_exceeded_at_commit,114.98706054688,,0,0
xair,100,100.0,0,deadline exceeded: elapsed 113.3ms > 100ms at release_at_publish,113.322998046875,,0,0
xair,100,104.5,0,deadline exceeded: elapsed 117.6ms > 100ms at release_at_publish,117.604736328125,,0,0
xair,100,86.0,1,published_after_gate_recheck,99.142578125,99.20751953125,0,0
xair,100,105.0,0,deadline exceeded: elapsed 118.2ms > 100ms at release_at_publish,118.15234375,,0,0
xair,100,96.0,0,deadline exceeded: elapsed 108.5ms > 100ms at release_at_publish,108.441650390625,,0,0
xair,100,97.5,0,deadline exceeded: elapsed 109.9ms > 100ms at release_at_publish,109.8515625,,0,0
xair_atomic,100,88.5,0,age_bound_exceeded_at_commit,100.0458984375,,0,0
