scenario,run,baseline,seed,outcome,reason,paused_committed_before_submit,gateway_released,stale_executed,correct_revoke,ros_published,ros_observed,validation_latency_ms,e2e_latency_ms,intent_age_at_submit_ms,pause_ms,freshness_ms,exported_at
e1b,47,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.019717030227184296,2.8646807186305523,220.493,200,1000,2026-09-24T22:14:49.597611+00:00
e1b,48,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.040916260331869125,3.540629055351019,221.684,200,1000,2026-09-24T22:14:49.882001+00:00
e1b,49,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.022673048079013824,3.121602814644575,221.062,200,1000,2026-09-24T22:14:50.164967+00:00
e1b,50,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.025657936930656433,3.5052523016929626,220.68,200,1000,2026-09-24T22:14:50.449233+00:00
e1b,51,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.025798100978136063,3.2218508422374725,221.479,200,1000,2026-09-24T22:14:50.732945+00:00
e1b,52,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.021399930119514465,2.9721027240157127,221.806,200,1000,2026-09-24T22:14:51.015902+00:00
e1b,53,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.022281892597675323,3.1280750408768654,219.78,200,1000,2026-09-24T22:14:51.298824+00:00
e1b,54,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.026830006390810013,3.3358349464833736,219.911,200,1000,2026-09-24T22:14:51.579833+00:00
e1b,55,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.03879331052303314,3.8208840414881706,220.85,200,1000,2026-09-24T22:14:51.863494+00:00
e1b,56,naive,42,EXECUTE,naive_temporal_only,1,1,1,0,0,,0.025266781449317932,3.1727091409265995,220.538,200,1000,2026-09-24T22:14:52.145284+00:00
