run,inject,inject_offset_ms,publish_delay_ms,injection_window,gateway_released,gate_blocked,stale_publish,potential_stale_publish,post_release_invalidation,outcome,reason,validation_to_gate_ms,validation_to_publish_ms,recheck_to_publish_ms,t_validate_end_ms,t_injection_start_ms,t_injection_end_ms,t_recheck_start_ms,t_recheck_end_ms,t_publish_end_ms
199,1,55.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,61.423002975061536,61.43558700568974,0.012584030628204346,2.6017450727522373,59.75921708159149,71.62050809711218,54.83524198643863,64.02474804781377,64.03733207844198
200,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,56.66488013230264,56.676642037928104,0.011761905625462532,3.3027268946170807,63.56326304376125,75.52842888981104,53.6000169813633,59.96760702691972,59.979368932545185
201,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.48457798734307,52.62066307477653,0.13608508743345737,6.693460047245026,67.04017706215382,70.73243404738605,57.45454900898039,59.1780380345881,59.314123122021556
202,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,60.31748210079968,60.3258169721812,0.008334871381521225,3.779470920562744,65.8501370344311,70.72377810254693,54.938334971666336,64.09695302136242,64.10528789274395
203,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,56.92510702647269,56.93382304161787,0.00871601514518261,9.966581827029586,70.12007688172162,75.55679185315967,61.510095838457346,66.89168885350227,66.90040486864746
204,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.02555114030838,53.03817498497665,0.012623844668269157,2.0740258041769266,62.626708997413516,65.01076486892998,52.3805629927665,55.09957694448531,55.112200789153576
205,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,56.94610718637705,56.95762811228633,0.011520925909280777,5.0887728575617075,66.40646001324058,72.31736299581826,55.516276974231005,62.034880043938756,62.04640096984804
206,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,56.13882397301495,56.150134885683656,0.011310912668704987,4.716616123914719,65.06971502676606,72.13012198917568,55.62346801161766,60.85544009692967,60.866751009598374
207,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,55.79197406768799,55.808164179325104,0.01619011163711548,2.7761708479374647,,,53.42512996867299,58.56814491562545,58.58433502726257
208,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.333668038249016,53.34401805885136,0.010350020602345467,3.958245972171426,64.46692603640258,68.77117999829352,54.47309301234782,57.29191401042044,57.30226403102279
209,1,60.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,61.59199005924165,61.60260993055999,0.010619871318340302,2.234505955129862,62.76147090829909,66.42159796319902,54.30351500399411,63.826496014371514,63.837115885689855
210,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.47365706600249,52.48491792008281,0.011260854080319405,3.3063439186662436,63.50822001695633,66.31663092412055,53.53206000290811,55.78000098466873,55.79126183874905
211,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,55.87642197497189,55.885249050334096,0.008827075362205505,1.7733420245349407,64.69025416299701,69.38222516328096,54.497699020430446,57.64976399950683,57.65859107486904
212,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,54.079094901680946,54.090035846456885,0.010940944775938988,8.48353304900229,,,59.75972698070109,62.562627950683236,62.573568895459175
213,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,54.61822496727109,54.64296182617545,0.024736858904361725,5.636990070343018,65.89779607020319,70.04298199899495,57.35745606943965,60.25521503761411,60.27995189651847
214,1,60.0,50.0,concurrent,1,0,0,1,0,EXECUTE,published_after_gate_recheck,66.39222288504243,66.40293286181986,0.010709976777434349,2.2298379335552454,62.49531195499003,73.36533698253334,52.563515957444906,68.62206081859767,68.63277079537511
215,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,61.0094889998436,61.022604117169976,0.013115117326378822,10.235755937173963,71.80706784129143,84.14112497121096,61.97507795877755,71.24524493701756,71.25836005434394
216,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,60.98518311046064,60.99946005269885,0.014276942238211632,9.60344192571938,,,59.78907295502722,70.58862503618002,70.60290197841823
217,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,54.56250999122858,54.57842000760138,0.015910016372799873,2.8734439983963966,63.19713802076876,66.87416601926088,53.21740102954209,57.43595398962498,57.45186400599778
218,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,60.655095148831606,60.66865008324385,0.013554934412240982,3.3895999658852816,64.42455714568496,68.60266416333616,54.53174305148423,64.04469511471689,64.05825004912913
219,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,60.36437000147998,60.37359801121056,0.009228009730577469,3.4911599941551685,66.2118149921298,73.91172996722162,53.76989510841668,63.85552999563515,63.86475800536573
220,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,60.206053080037236,60.21459912881255,0.008546048775315285,3.7113740108907223,71.77711208350956,78.91090703196824,58.8592910207808,63.91742709092796,63.925973139703274
221,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,57.93175310827792,57.94523796066642,0.013484852388501167,3.0368289444595575,65.21416595205665,69.17552696540952,55.18058896996081,60.968582052737474,60.982066905125976
222,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,56.599515955895185,56.6137230489403,0.014207093045115471,3.2106461003422737,64.18783403933048,68.97876900620759,53.60805313102901,59.81016205623746,59.824369149282575
223,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,54.84106205403805,54.85391616821289,0.012854114174842834,2.759169787168503,63.093422912061214,66.37308793142438,53.69151895865798,57.60023184120655,57.61308595538139
224,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,55.73639995418489,55.747970938682556,0.011570984497666359,6.978895049542189,67.3226360231638,73.75127007253468,58.034606045112014,62.71529500372708,62.726865988224745
225,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,57.38581996411085,57.396179996430874,0.010360032320022583,3.0399549286812544,,,53.18230506964028,60.425774892792106,60.43613492511213
226,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,54.0096249897033,54.02312008664012,0.013495096936821938,2.969803987070918,,,53.130288142710924,56.979428976774216,56.99292407371104
227,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,57.6509868260473,57.66441184096038,0.013425014913082123,2.818180015310645,65.46414480544627,73.19629099220037,54.63443580083549,60.469166841357946,60.48259185627103
228,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.30603686161339,53.31635591574013,0.010319054126739502,6.866954965516925,,,56.97052204050124,60.17299182713032,60.18331088125706
229,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.27899591065943,53.28964604996145,0.010650139302015305,2.9935489874333143,,,53.11878607608378,56.27254489809275,56.28319503739476
230,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,55.96892582252622,55.98151893354952,0.012593111023306847,5.17319212667644,,,55.31646404415369,61.14211794920266,61.154711060225964
231,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,57.94125096872449,57.95362405478954,0.01237308606505394,3.896229900419712,,,54.03181700967252,61.8374808691442,61.849853955209255
232,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,58.276318944990635,58.28747898340225,0.011160038411617279,9.812633041292429,70.63985103741288,78.65207106806338,60.7052689883858,68.08895198628306,68.10011202469468
233,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,58.611686108633876,58.624631026759744,0.012944918125867844,2.3834258317947388,64.0474809333682,72.51257984898984,56.06415378861129,60.995111940428615,61.00805685855448
234,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,58.42997599393129,58.44322079792619,0.013244803994894028,5.048849154263735,69.34811105020344,76.6395409591496,59.53264213167131,63.47882514819503,63.49206995218992
235,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.94842692092061,52.96197207644582,0.01354515552520752,2.9213628731667995,63.20370896719396,67.9338809568435,53.326524794101715,55.86978979408741,55.88333494961262
236,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,56.66259513236582,56.67496821843088,0.01237308606505394,2.1977978758513927,62.521802028641105,69.97639802284539,52.59621702134609,58.860393008217216,58.87276609428227
237,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,54.283438017591834,54.29917806759477,0.01574005000293255,3.0952179804444313,63.33273113705218,69.0018821042031,53.60576813109219,57.378655998036265,57.3943960480392
238,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.41734504327178,53.430790081620216,0.013445038348436356,3.64825502038002,,,53.93211916089058,57.0656000636518,57.07904510200024
239,1,60.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.720592986792326,53.877576952800155,0.1569839660078287,2.0336401648819447,63.18982411175966,66.86884607188404,52.83737904392183,55.75423315167427,55.9112171176821
240,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,61.96719314903021,61.979857040569186,0.012663891538977623,2.9321929905563593,104.53690495342016,108.5166409611702,54.52689412049949,64.89938613958657,64.91205003112555
241,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,56.66581098921597,56.677673012018204,0.011862022802233696,3.340858966112137,103.68145303800702,112.83076391555369,54.15424588136375,60.00666995532811,60.01853197813034
242,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,54.914850974455476,54.92626200430095,0.01141102984547615,5.439290078356862,108.74652210623026,115.4741260688752,56.87971110455692,60.35414105281234,60.365552082657814
243,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,60.04350888542831,60.056793969124556,0.013285083696246147,9.654768044129014,110.60720798559487,115.74150691740215,62.26035300642252,69.69827692955732,69.71156201325357
244,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,59.218673035502434,59.22799091786146,0.009317882359027863,3.9993529208004475,104.16334588080645,116.74477579072118,54.1880689561367,63.21802595630288,63.22734383866191
245,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.97797196544707,52.98880208283663,0.010830117389559746,7.0756059139966965,,,57.18864104710519,60.053577879443765,60.064407996833324
246,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,56.42452905885875,56.43481807783246,0.010289018973708153,4.382220096886158,105.69845116697252,108.8977949693799,57.62082012370229,60.80674915574491,60.81703817471862
247,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.806742023676634,52.815909031778574,0.009167008101940155,2.3357358295470476,102.66820504330099,106.24346300028265,52.697426872327924,55.14247785322368,55.15164486132562
248,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.98950313590467,53.01112402230501,0.021620886400341988,1.9208888988941908,,,52.03063692897558,54.91039203479886,54.9320129211992
249,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,54.11708611063659,54.12838701158762,0.01130090095102787,2.065779874101281,102.33236500062048,106.51570302434266,52.63519985601306,56.18286598473787,56.1941668856889
250,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.61215707287192,52.639588015154004,0.02743094228208065,1.9207890145480633,102.10512997582555,106.08719009906054,52.11330205202103,54.53294608741999,54.56037702970207
251,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.180200047791004,53.189808037132025,0.009607989341020584,2.385079162195325,102.58305515162647,106.54782317578793,52.61418106965721,55.56527920998633,55.57488719932735
252,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.39768901467323,53.40770701877773,0.010018004104495049,2.077380893751979,,,52.189023001119494,55.47506990842521,55.48508791252971
253,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.154231980443,53.16320899873972,0.008977018296718597,2.454458037391305,102.6525751221925,105.72799714282155,52.68715717829764,55.608690017834306,55.617667036131024
254,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.39683412946761,52.40598111413419,0.009146984666585922,1.3206438161432743,101.4751698821783,105.04413582384586,51.50155583396554,53.71747794561088,53.72662493027747
255,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,55.49768195487559,55.50823197700083,0.01055002212524414,3.063739975914359,103.31934387795627,107.43961296975613,53.36184101179242,58.56142193078995,58.57197195291519
256,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.33689094893634,52.36396100372076,0.027070054784417152,2.0026119891554117,102.1676070522517,105.8311800006777,52.18733102083206,54.339502938091755,54.36657299287617
257,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.32180694676936,53.33407991565764,0.012272968888282776,1.6754090320318937,,,51.84212396852672,54.99721597880125,55.00948894768953
258,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.620284888893366,53.63087495788932,0.010590068995952606,2.270373050123453,102.62989206239581,106.9420410785824,52.65340395271778,55.89065793901682,55.90124800801277
259,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.05777210742235,53.06880222633481,0.01103011891245842,2.0044147968292236,102.22367197275162,105.53184896707535,52.25957580842078,55.062186904251575,55.073217023164034
260,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.886981051415205,52.90111806243658,0.014137011021375656,1.8669478595256805,102.0907829515636,106.01061582565308,52.13115597143769,54.753928910940886,54.76806592196226
261,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.67986694909632,53.69303096085787,0.013164011761546135,1.6886640805751085,,,51.82930012233555,55.36853102967143,55.38169504143298
262,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.803735015913844,52.81335301697254,0.0096180010586977,4.648118047043681,,,54.7555519733578,57.451853062957525,57.46147106401622
263,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.685647901147604,53.69355296716094,0.007905066013336182,2.5620399974286556,103.33878104574978,107.91797004640102,53.36652998812497,56.24768789857626,56.255592964589596
264,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.077397868037224,53.08750690892339,0.010109040886163712,2.5606369599699974,102.76647796854377,116.15323787555099,52.80716181732714,55.63803482800722,55.648143868893385
265,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,54.37596095725894,54.389816941693425,0.013855984434485435,5.913048051297665,106.66490183211863,110.41010892949998,56.39134696684778,60.289009008556604,60.30286499299109
266,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.777530090883374,53.787649143487215,0.010119052603840828,2.809693804010749,103.05465897545218,107.7959609683603,53.56285790912807,56.58722389489412,56.597342947497964
267,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.82936408184469,52.840024000033736,0.010659918189048767,2.3337318561971188,102.66715288162231,106.15768190473318,52.71088192239404,55.163095938041806,55.173755856230855
268,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,54.15680119767785,54.16725017130375,0.010448973625898361,3.821668913587928,104.08339509740472,108.6178501136601,54.524409119039774,57.97847011126578,57.98891908489168
269,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,52.448149072006345,52.45750700123608,0.009357929229736328,1.6849369276314974,,,51.77968693897128,54.13308599963784,54.14244392886758
270,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.703707944601774,52.71548009477556,0.011772150173783302,1.4096510130912066,101.63572104647756,105.10063194669783,51.700629061087966,54.11335895769298,54.125131107866764
271,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.08804800733924,53.09805693104863,0.010008923709392548,2.168813021853566,102.38635702989995,105.816843919456,52.437889855355024,55.256861029192805,55.2668699529022
272,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.774804808199406,53.78624587319791,0.0114410649985075,2.1899230778217316,102.54542506299913,106.87685897573829,52.573323948308825,55.96472788602114,55.976168951019645
273,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.95625189319253,52.96533880755305,0.009086914360523224,1.4572700019925833,101.65656986646354,105.06892181001604,51.6889370046556,54.41352189518511,54.422608809545636
274,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.16775804385543,53.179610054939985,0.01185201108455658,2.0491289906203747,,,52.228468004614115,55.2168870344758,55.22873904556036
275,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.2955969683826,53.308591013774276,0.01299404539167881,2.043908927589655,102.28175995871425,106.28288588486612,52.2743440233171,55.33950589597225,55.35249994136393
276,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,53.149312967434525,53.15877101384103,0.009458046406507492,2.5982270017266273,102.84552606754005,107.02923405915499,52.89214104413986,55.74753996916115,55.75699801556766
277,1,100.0,50.0,after_release,1,0,0,0,1,EXECUTE,published_after_gate_recheck,52.7115729637444,52.721241023391485,0.009668059647083282,3.0737980268895626,103.34679600782692,107.12733818218112,53.389332024380565,55.785370990633965,55.79503905028105
278,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,54.353168001398444,54.36508101411164,0.011913012713193893,2.0557420793920755,,,52.334616892039776,56.40891008079052,56.420823093503714
279,0,,50.0,control,1,0,0,0,0,EXECUTE,published_after_gate_recheck,53.293123142793775,53.30532602965832,0.012202886864542961,2.6133558712899685,,,52.73777199909091,55.90647901408374,55.918681900948286
