delay_ms,jitter_ms,loss_pct,run,drifted,outcome,reason,gateway_released,e2e_latency_ms,netem_applied
100,10,0,30,0,EXECUTE,published_after_gate_recheck,1,1582.1743321139365,1
100,10,0,31,0,EXECUTE,published_after_gate_recheck,1,1632.3828480672091,1
100,10,0,32,0,EXECUTE,published_after_gate_recheck,1,1664.766751928255,1
100,10,0,33,0,EXECUTE,published_after_gate_recheck,1,1614.6083280909806,1
100,10,0,34,0,EXECUTE,published_after_gate_recheck,1,1657.1934160310775,1
100,10,0,35,0,EXECUTE,published_after_gate_recheck,1,1610.4487960692495,1
100,10,0,36,0,EXECUTE,published_after_gate_recheck,1,1572.4969999864697,1
100,10,0,37,0,EXECUTE,published_after_gate_recheck,1,1646.25441795215,1
100,10,0,38,0,EXECUTE,published_after_gate_recheck,1,1591.7849580291659,1
100,10,0,39,0,EXECUTE,published_after_gate_recheck,1,1590.695375110954,1
250,50,0,0,1,REVOKE,precondition_failed: line.state == 'RUN',0,2083.5337401367724,1
250,50,0,1,1,REVOKE,precondition_failed: line.state == 'RUN',0,2038.488858845085,1
250,50,0,2,1,REVOKE,precondition_failed: line.state == 'RUN',0,2005.9960219077766,1
250,50,0,3,1,REVOKE,precondition_failed: line.state == 'RUN',0,1986.2478401046246,1
250,50,0,4,1,REVOKE,precondition_failed: line.state == 'RUN',0,2102.0926320925355,1
250,50,0,5,1,REVOKE,precondition_failed: line.state == 'RUN',0,1930.6318189483136,1
250,50,0,6,1,REVOKE,precondition_failed: line.state == 'RUN',0,1968.337313970551,1
250,50,0,7,1,REVOKE,precondition_failed: line.state == 'RUN',0,2075.7473760750145,1
250,50,0,8,1,REVOKE,precondition_failed: line.state == 'RUN',0,2030.9177481103688,1
250,50,0,9,1,REVOKE,precondition_failed: line.state == 'RUN',0,2054.5708138961345,1
250,50,0,10,1,REVOKE,precondition_failed: line.state == 'RUN',0,1960.5405197944492,1
250,50,0,11,1,REVOKE,precondition_failed: line.state == 'RUN',0,1980.4909210652113,1
250,50,0,12,1,REVOKE,precondition_failed: line.state == 'RUN',0,2033.970613963902,1
250,50,0,13,1,REVOKE,precondition_failed: line.state == 'RUN',0,1964.5713299978524,1
250,50,0,14,1,REVOKE,precondition_failed: line.state == 'RUN',0,2059.2487088870257,1
250,50,0,15,1,REVOKE,precondition_failed: line.state == 'RUN',0,2032.5284788850695,1
250,50,0,16,1,REVOKE,precondition_failed: line.state == 'RUN',0,1942.5431308336556,1
250,50,0,17,1,REVOKE,precondition_failed: line.state == 'RUN',0,2015.6218660995364,1
250,50,0,18,1,REVOKE,precondition_failed: line.state == 'RUN',0,1972.919078078121,1
250,50,0,19,1,REVOKE,precondition_failed: line.state == 'RUN',0,2158.1477948930115,1
250,50,0,20,1,REVOKE,precondition_failed: line.state == 'RUN',0,2079.276615055278,1
250,50,0,21,1,REVOKE,precondition_failed: line.state == 'RUN',0,2018.5125090647489,1
250,50,0,22,1,REVOKE,precondition_failed: line.state == 'RUN',0,1989.2106871120632,1
250,50,0,23,1,REVOKE,precondition_failed: line.state == 'RUN',0,2076.990708010271,1
250,50,0,24,1,REVOKE,precondition_failed: line.state == 'RUN',0,1997.380280168727,1
250,50,0,25,1,REVOKE,precondition_failed: line.state == 'RUN',0,2072.6615369785577,1
250,50,0,26,1,REVOKE,precondition_failed: line.state == 'RUN',0,2072.5418829824775,1
250,50,0,27,1,REVOKE,precondition_failed: line.state == 'RUN',0,2035.857472801581,1
250,50,0,28,1,REVOKE,precondition_failed: line.state == 'RUN',0,2001.948740100488,1
250,50,0,29,1,REVOKE,precondition_failed: line.state == 'RUN',0,2077.2557239979506,1
250,50,0,30,0,EXECUTE,published_after_gate_recheck,1,4072.551605058834,1
250,50,0,31,0,EXECUTE,published_after_gate_recheck,1,3922.262034844607,1
250,50,0,32,0,EXECUTE,published_after_gate_recheck,1,3957.2284519672394,1
250,50,0,33,0,EXECUTE,published_after_gate_recheck,1,4067.722356878221,1
250,50,0,34,0,EXECUTE,published_after_gate_recheck,1,4136.660085059702,1
250,50,0,35,0,EXECUTE,published_after_gate_recheck,1,4060.6131819076836,1
250,50,0,36,0,EXECUTE,published_after_gate_recheck,1,4138.177501037717,1
250,50,0,37,0,EXECUTE,published_after_gate_recheck,1,3926.93735496141,1
250,50,0,38,0,EXECUTE,published_after_gate_recheck,1,3913.482205942273,1
250,50,0,39,0,EXECUTE,published_after_gate_recheck,1,4020.829590037465,1
50,0,0.1,0,1,REVOKE,precondition_failed: line.state == 'RUN',0,405.3297939244658,1
50,0,0.1,1,1,REVOKE,precondition_failed: line.state == 'RUN',0,408.06507505476475,1
50,0,0.1,2,1,REVOKE,precondition_failed: line.state == 'RUN',0,406.5248260740191,1
50,0,0.1,3,1,REVOKE,precondition_failed: line.state == 'RUN',0,407.6718669384718,1
50,0,0.1,4,1,REVOKE,precondition_failed: line.state == 'RUN',0,405.21784499287605,1
50,0,0.1,5,1,REVOKE,precondition_failed: line.state == 'RUN',0,403.81545410491526,1
50,0,0.1,6,1,REVOKE,precondition_failed: line.state == 'RUN',0,403.48535403609276,1
50,0,0.1,7,1,REVOKE,precondition_failed: line.state == 'RUN',0,417.96513507142663,1
50,0,0.1,8,1,REVOKE,precondition_failed: line.state == 'RUN',0,415.56021315045655,1
50,0,0.1,9,1,REVOKE,precondition_failed: line.state == 'RUN',0,409.4564039260149,1
50,0,0.1,10,1,REVOKE,precondition_failed: line.state == 'RUN',0,411.33479680866003,1
50,0,0.1,11,1,REVOKE,precondition_failed: line.state == 'RUN',0,812.5287040602416,1
50,0,0.1,12,1,REVOKE,precondition_failed: line.state == 'RUN',0,404.1934530250728,1
50,0,0.1,13,1,REVOKE,precondition_failed: line.state == 'RUN',0,410.13561794534326,1
50,0,0.1,14,1,REVOKE,precondition_failed: line.state == 'RUN',0,407.4644078500569,1
50,0,0.1,15,1,REVOKE,precondition_failed: line.state == 'RUN',0,407.80540695413947,1
50,0,0.1,16,1,REVOKE,precondition_failed: line.state == 'RUN',0,407.2104920633137,1
50,0,0.1,17,1,REVOKE,precondition_failed: line.state == 'RUN',0,411.4475389942527,1
50,0,0.1,18,1,REVOKE,precondition_failed: line.state == 'RUN',0,409.0644789393991,1
50,0,0.1,19,1,REVOKE,precondition_failed: line.state == 'RUN',0,404.02283309958875,1
50,0,0.1,20,1,REVOKE,precondition_failed: line.state == 'RUN',0,403.76845514401793,1
50,0,0.1,21,1,REVOKE,precondition_failed: line.state == 'RUN',0,403.90302799642086,1
50,0,0.1,22,1,REVOKE,precondition_failed: line.state == 'RUN',0,1424.6817799285054,1
50,0,0.1,23,1,REVOKE,precondition_failed: line.state == 'RUN',0,410.7596790418029,1
50,0,0.1,24,1,REVOKE,precondition_failed: line.state == 'RUN',0,407.3101889807731,1
50,0,0.1,25,1,REVOKE,precondition_failed: line.state == 'RUN',0,403.77594996243715,1
50,0,0.1,26,1,REVOKE,precondition_failed: line.state == 'RUN',0,403.88185787014663,1
50,0,0.1,27,1,REVOKE,precondition_failed: line.state == 'RUN',0,405.4750669747591,1
50,0,0.1,28,1,REVOKE,precondition_failed: line.state == 'RUN',0,406.180138932541,1
50,0,0.1,29,1,REVOKE,precondition_failed: line.state == 'RUN',0,408.36367500014603,1
50,0,0.1,30,0,EXECUTE,published_after_gate_recheck,1,829.7121059149504,1
50,0,0.1,31,0,EXECUTE,published_after_gate_recheck,1,816.2641611415893,1
50,0,0.1,32,0,EXECUTE,published_after_gate_recheck,1,812.285637948662,1
