baseline,run,outcome,reason,gateway_released,stale_executed,ros_published,ros_observed,ros_witness_agrees,arm_delta,sim_motion,motion_witness_agrees,error,intent_age_at_submit_ms,campaign
naive,12,EXECUTE,naive_temporal_only,1,1,1,1,1,0.3193,1,1,,207.7,3
naive,13,EXECUTE,naive_temporal_only,1,1,1,1,1,0.2993,1,1,,207.6,3
naive,14,EXECUTE,naive_temporal_only,1,1,1,1,1,0.2941,1,1,,212.1,3
naive,15,EXECUTE,naive_temporal_only,1,1,1,1,1,0.3009,1,1,,209.6,3
naive,16,EXECUTE,naive_temporal_only,1,1,1,1,1,0.3079,1,1,,206.4,3
naive,17,EXECUTE,naive_temporal_only,1,1,1,1,1,0.0,0,0,,207.9,3
naive,18,EXECUTE,naive_temporal_only,1,1,1,1,1,0.2979,1,1,,208.2,3
naive,19,EXECUTE,naive_temporal_only,1,1,1,1,1,0.3053,1,1,,227.3,3
naive,20,EXECUTE,naive_temporal_only,1,1,1,1,1,0.297,1,1,,214.8,3
naive,21,EXECUTE,naive_temporal_only,1,1,1,1,1,0.3003,1,1,,206.7,3
naive,22,EXECUTE,naive_temporal_only,1,1,1,1,1,0.299,1,1,,209.4,3
naive,23,EXECUTE,naive_temporal_only,1,1,1,1,1,0.2931,1,1,,207.6,3
naive,24,EXECUTE,naive_temporal_only,1,1,1,1,1,0.2896,1,1,,207.3,3
naive,25,EXECUTE,naive_temporal_only,1,1,1,1,1,0.3044,1,1,,210.7,3
naive,26,EXECUTE,naive_temporal_only,1,1,1,1,1,0.3158,1,1,,206.6,3
naive,27,EXECUTE,naive_temporal_only,1,1,1,1,1,0.3013,1,1,,211.3,3
naive,28,EXECUTE,naive_temporal_only,1,1,1,1,1,0.299,1,1,,209.5,3
naive,29,EXECUTE,naive_temporal_only,1,1,1,1,1,0.2924,1,1,,213.6,3
local,0,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0281,0,1,,210.6,3
local,1,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0091,0,1,,209.2,3
local,2,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0079,0,1,,211.6,3
local,3,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0052,0,1,,214.0,3
local,4,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.005,0,1,,206.5,3
local,5,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0051,0,1,,207.4,3
local,6,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0039,0,1,,208.8,3
local,7,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0,0,1,,213.5,3
local,8,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0006,0,1,,228.1,3
local,9,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0019,0,1,,211.1,3
local,10,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0049,0,1,,212.3,3
local,11,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0072,0,1,,209.5,3
local,12,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0092,0,1,,206.4,3
local,13,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0091,0,1,,210.0,3
local,14,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0095,0,1,,208.1,3
local,15,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0095,0,1,,207.1,3
local,16,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0075,0,1,,235.6,3
local,17,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0061,0,1,,231.7,3
local,18,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0039,0,1,,208.9,3
local,19,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.002,0,1,,237.2,3
local,20,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0004,0,1,,208.3,3
local,21,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0005,0,1,,208.9,3
local,22,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0043,0,1,,209.2,3
local,23,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.008,0,1,,206.9,3
local,24,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0081,0,1,,209.1,3
local,25,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0077,0,1,,207.2,3
local,26,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0089,0,1,,230.7,3
local,27,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.009,0,1,,211.1,3
local,28,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0087,0,1,,215.5,3
local,29,REVOKE,precondition_failed: line.state == 'RUN',0,0,0,0,1,0.0046,0,1,,210.4,3
